traceIndex,rxPower,beginTrace(s),endTrace(s)
57,-41.13352562274473,76.0,77.33333333333333
58,-41.11611366597583,77.33333333333333,78.66666666666666
59,-41.1271405069252,78.66666666666666,80.0
60,-41.189046923955004,80.0,81.33333333333333
61,-41.195077801282224,81.33333333333333,82.66666666666666
62,-41.18914975512834,82.66666666666666,84.0
63,-41.18579946308506,84.0,85.33333333333333
64,-41.20347648164835,85.33333333333333,86.66666666666666
65,-41.29659473543059,86.66666666666666,88.0
66,-41.26993485277835,88.0,89.33333333333333
67,-41.33880505467762,89.33333333333333,90.66666666666666
68,-41.33691143959652,90.66666666666666,92.0
69,-41.49131073228277,92.0,93.33333333333333
70,-41.47444883210518,93.33333333333333,94.66666666666666
71,-41.58610205988798,94.66666666666666,96.0
72,-41.60232909034745,96.0,97.33333333333333
73,-41.84013371866233,97.33333333333333,98.66666666666666
74,-42.11859614608015,98.66666666666666,100.0
75,-41.96323809826508,100.0,101.33333333333333
76,-42.302313124406936,101.33333333333333,102.66666666666666
77,-42.38376335571098,102.66666666666666,104.0
78,-42.78658470986167,104.0,105.33333333333333
79,-44.53288073056474,105.33333333333333,106.66666666666666
80,-44.60043058443378,106.66666666666666,108.0
81,-45.144786993196405,108.0,109.33333333333333
82,-45.13648542290086,109.33333333333333,110.66666666666666
83,-45.47393283121974,110.66666666666666,112.0
84,-45.28267465471204,112.0,113.33333333333333
85,-45.113302539200475,113.33333333333333,114.66666666666666
86,-44.8911392296456,114.66666666666666,116.0
87,-44.968146146864754,116.0,117.33333333333333
88,-44.600625732994615,117.33333333333333,118.66666666666666
89,-44.327267494047334,118.66666666666666,120.0
90,-44.06726382107793,120.0,121.33333333333333
91,-43.902020574026565,121.33333333333333,122.66666666666666
92,-43.78887610923471,122.66666666666666,124.0
93,-43.75625423590499,124.0,125.33333333333333
94,-43.761168569121395,125.33333333333333,126.66666666666666
95,-43.884995798844955,126.66666666666666,128.0
96,-44.029286486502386,128.0,129.33333333333331
97,-44.15766688879005,129.33333333333331,130.66666666666666
98,-44.46566758017394,130.66666666666666,132.0
99,-44.89295964291783,132.0,133.33333333333331
100,-44.89295964291783,133.33333333333331,134.66666666666666
101,-45.18153840264482,134.66666666666666,136.0
102,-45.62261578083779,136.0,137.33333333333331
103,-47.13382042698379,137.33333333333331,138.66666666666666
104,-46.61355669220879,138.66666666666666,140.0
105,-46.175456263847096,140.0,141.33333333333331
106,-45.6719640814498,141.33333333333331,142.66666666666666
107,-45.52305564527583,142.66666666666666,144.0
108,-45.478883060977495,144.0,145.33333333333331
109,-45.056718363074054,145.33333333333331,146.66666666666666
110,-44.009807210421656,146.66666666666666,148.0
111,-43.56762633014996,148.0,149.33333333333331
112,-43.30168153903503,149.33333333333331,150.66666666666666
113,-43.132579876008606,150.66666666666666,152.0
114,-43.07397541757665,152.0,153.33333333333331
115,-43.365794997840624,153.33333333333331,154.66666666666666
116,-43.82952182707774,154.66666666666666,156.0
117,-44.260638870491775,156.0,157.33333333333331
118,-44.16011340366141,157.33333333333331,158.66666666666666
119,-44.07981035867708,158.66666666666666,160.0
120,-44.11961037502671,160.0,161.33333333333331
121,-44.28771709755364,161.33333333333331,162.66666666666666
122,-44.4458353636378,162.66666666666666,164.0
123,-44.85756381648069,164.0,165.33333333333331
124,-45.46173867766588,165.33333333333331,166.66666666666666
125,-46.26824508533156,166.66666666666666,168.0
126,-45.50906775802258,168.0,169.33333333333331
127,-44.458537229024614,169.33333333333331,170.66666666666666
128,-43.72355218856676,170.66666666666666,172.0
129,-43.05952350743917,172.0,173.33333333333331
130,-42.53118426780307,173.33333333333331,174.66666666666666
131,-42.12999349986622,174.66666666666666,176.0
132,-41.8645011439868,176.0,177.33333333333331
133,-41.87005732292876,177.33333333333331,178.66666666666666
134,-41.84025179535253,178.66666666666666,180.0
135,-41.767830335471515,180.0,181.33333333333331
136,-41.88447199846607,181.33333333333331,182.66666666666666
137,-42.12431041239131,182.66666666666666,184.0
138,-42.481988018093446,184.0,185.33333333333331
139,-42.417462893109644,185.33333333333331,186.66666666666666
140,-43.0945862344563,186.66666666666666,188.0
141,-43.73993998079216,188.0,189.33333333333331
142,-44.584544097188996,189.33333333333331,190.66666666666666
143,-44.53336681169951,190.66666666666666,192.0
144,-44.50318942821761,192.0,193.33333333333331
145,-43.61192745217075,193.33333333333331,194.66666666666666
146,-43.56662775624797,194.66666666666666,196.0
147,-42.854339921878534,196.0,197.33333333333331
148,-42.66992428124506,197.33333333333331,198.66666666666666
149,-42.11854125347148,198.66666666666666,200.0
